
iteration 208
theta0 -1.896631000401309e-18
theta1 -0.7502957311121075

iteration 209
theta0 -2.266705341943028e-18
theta1 -0.7513541680088914

iteration 210
theta0 -2.312964634635743e-18
theta1 -0.7524020205367076

iteration 211
theta0 -2.4517425127138877e-18
theta1 -0.7534393945392455

iteration 212
theta0 -2.1741867565575984e-18
theta1 -0.754466394801758

iteration 213
theta0 -2.220446049250313e-18
theta1 -0.7554831250616455

iteration 214
theta0 -2.4054832200211722e-18
theta1 -0.756489688018934

iteration 215
theta0 -2.498001805406602e-18
theta1 -0.7574861853466497

iteration 216
theta0 -2.1741867565575984e-18
theta1 -0.7584727177010883

iteration 217
theta0 -2.0816681711721684e-18
theta1 -0.7594493847319824

iteration 218
theta0 -2.0816681711721684e-18
theta1 -0.7604162850925676

iteration 219
theta0 -2.498001805406602e-18
theta1 -0.761373516449547

iteration 220
theta0 -2.590520390792032e-18
theta1 -0.7623211754929565

iteration 221
theta0 -2.544261098099317e-18
theta1 -0.763259357945932

iteration 222
theta0 -2.498001805406602e-18
theta1 -0.7641881585743777

iteration 223
theta0 -3.0531133177191805e-18
theta1 -0.765107671196539

iteration 224
theta0 -2.8218168542556063e-18
theta1 -0.7660179886924786

iteration 225
theta0 -1.7578531223231643e-18
theta1 -0.7669192030134588

iteration 226
theta0 -2.312964634635743e-18
theta1 -0.7678114051912293

iteration 227
theta0 -2.1279274638648836e-18
theta1 -0.768694685347222

iteration 228
theta0 -1.5265566588595903e-18
theta1 -0.7695691327016547

iteration 229
theta0 -2.359223927328458e-18
theta1 -0.7704348355825432

iteration 230
theta0 -2.0816681711721684e-18
theta1 -0.7712918814346228

iteration 231
theta0 -2.4054832200211722e-18
theta1 -0.7721403568281816

iteration 232
theta0 -2.220446049250313e-18
theta1 -0.7729803474678049

iteration 233
theta0 -2.266705341943028e-18
theta1 -0.7738119382010318

iteration 234
theta0 -1.989149585786739e-18
theta1 -0.7746352130269265

iteration 235
theta0 -2.266705341943028e-18
theta1 -0.7754502551045622

iteration 236
theta0 -2.312964634635743e-18
theta1 -0.7762571467614217

iteration 237
theta0 -2.4054832200211722e-18
theta1 -0.7770559695017124

iteration 238
theta0 -2.266705341943028e-18
theta1 -0.7778468040146003

iteration 239
theta0 -1.8041124150158794e-18
theta1 -0.7786297301823593

iteration 240
theta0 -2.4517425127138877e-18
theta1 -0.7794048270884407

iteration 241
theta0 -2.312964634635743e-18
theta1 -0.7801721730254614

iteration 242
theta0 -2.312964634635743e-18
theta1 -0.7809318455031118

iteration 243
theta0 -2.4517425127138877e-18
theta1 -0.7816839212559857

iteration 244
theta0 -2.498001805406602e-18
theta1 -0.7824284762513309

iteration 245
theta0 -2.0354088784794537e-18
theta1 -0.7831655856967227

iteration 246
theta0 -2.7755575615628915e-18
theta1 -0.7838953240476605

iteration 247
theta0 -2.359223927328458e-18
theta1 -0.784617765015089

iteration 248
theta0 -2.359223927328458e-18
theta1 -0.785332981572843

iteration 249
theta0 -2.4517425127138877e-18
theta1 -0.7860410459650197

iteration 250
theta0 -2.8218168542556063e-18
theta1 -0.7867420297132744

iteration 251
theta0 -1.8041124150158794e-18
theta1 -0.7874360036240468

iteration 252
theta0 -2.312964634635743e-18
theta1 -0.7881230377957114

iteration 253
theta0 -2.6830389761774616e-18
theta1 -0.7888032016256593

iteration 254
theta0 -2.544261098099317e-18
theta1 -0.7894765638173077

iteration 255
theta0 -2.914335439641036e-18
theta1 -0.7901431923870397

iteration 256
theta0 -2.359223927328458e-18
theta1 -0.7908031546710743

iteration 257
theta0 -2.4054832200211722e-18
theta1 -0.7914565173322686

iteration 258
theta0 -2.590520390792032e-18
theta1 -0.792103346366851

iteration 259
theta0 -2.220446049250313e-18
theta1 -0.7927437071110874

iteration 260
theta0 -2.359223927328458e-18
theta1 -0.7933776642478816

iteration 261
theta0 -2.1741867565575984e-18
theta1 -0.7940052818133078

iteration 262
theta0 -2.312964634635743e-18
theta1 -0.7946266232030798

iteration 263
theta0 -2.4517425127138877e-18
theta1 -0.795241751178954

iteration 264
theta0 -2.1279274638648836e-18
theta1 -0.7958507278750695

iteration 265
theta0 -2.0816681711721684e-18
theta1 -0.7964536148042238

iteration 266
theta0 -2.1279274638648836e-18
theta1 -0.7970504728640866

iteration 267
theta0 -2.590520390792032e-18
theta1 -0.7976413623433507

iteration 268
theta0 -2.1741867565575984e-18
theta1 -0.7982263429278222

iteration 269
theta0 -2.359223927328458e-18
theta1 -0.798805473706449

iteration 270
theta0 -2.544261098099317e-18
theta1 -0.7993788131772895

iteration 271
theta0 -2.220446049250313e-18
theta1 -0.7999464192534217

iteration 272
theta0 -2.359223927328458e-18
theta1 -0.8005083492687924

iteration 273
theta0 -2.4054832200211722e-18
theta1 -0.8010646599840096

iteration 274
theta0 -2.498001805406602e-18
theta1 -0.8016154075920745

iteration 275
theta0 -2.4054832200211722e-18
theta1 -0.8021606477240588

iteration 276
theta0 -2.498001805406602e-18
theta1 -0.8027004354547232

iteration 277
theta0 -2.7755575615628915e-18
theta1 -0.803234825308081

iteration 278
theta0 -2.636779683484747e-18
theta1 -0.8037638712629052

iteration 279
theta0 -2.1279274638648836e-18
theta1 -0.8042876267581811

iteration 280
theta0 -2.498001805406602e-18
theta1 -0.8048061446985043

iteration 281
theta0 -2.7755575615628915e-18
theta1 -0.8053194774594243

iteration 282
theta0 -2.544261098099317e-18
theta1 -0.8058276768927352

iteration 283
theta0 -1.942890293094024e-18
theta1 -0.8063307943317128

iteration 284
theta0 -2.4054832200211722e-18
theta1 -0.8068288805963008

iteration 285
theta0 -2.359223927328458e-18
theta1 -0.8073219859982428

iteration 286
theta0 -2.359223927328458e-18
theta1 -0.8078101603461654

iteration 287
theta0 -2.266705341943028e-18
theta1 -0.8082934529506087

iteration 288
theta0 -2.590520390792032e-18
theta1 -0.8087719126290076

iteration 289
theta0 -1.989149585786739e-18
theta1 -0.8092455877106226

iteration 290
theta0 -2.312964634635743e-18
theta1 -0.8097145260414214

iteration 291
theta0 -2.498001805406602e-18
theta1 -0.8101787749889121

iteration 292
theta0 -1.7578531223231643e-18
theta1 -0.810638381446928

iteration 293
theta0 -1.989149585786739e-18
theta1 -0.8110933918403638

iteration 294
theta0 -2.266705341943028e-18
theta1 -0.8115438521298651

iteration 295
theta0 -2.1279274638648836e-18
theta1 -0.8119898078164715

iteration 296
theta0 -1.942890293094024e-18
theta1 -0.8124313039462118

iteration 297
theta0 -2.590520390792032e-18
theta1 -0.8128683851146546

iteration 298
theta0 -2.312964634635743e-18
theta1 -0.8133010954714132

iteration 299
theta0 -2.0816681711721684e-18
theta1 -0.8137294787246041

iteration 300
theta0 -2.4517425127138877e-18
theta1 -0.8141535781452631

iteration 301
theta0 -2.1741867565575984e-18
theta1 -0.8145734365717155

iteration 302
theta0 -2.220446049250313e-18
theta1 -0.8149890964139034

iteration 303
theta0 -2.1279274638648836e-18
theta1 -0.8154005996576693

iteration 304
theta0 -2.220446049250313e-18
theta1 -0.8158079878689977

iteration 305
theta0 -2.1741867565575984e-18
theta1 -0.8162113021982127

iteration 306
theta0 -1.942890293094024e-18
theta1 -0.8166105833841356

iteration 307
theta0 -2.4517425127138877e-18
theta1 -0.8170058717581993

iteration 308
theta0 -2.1279274638648836e-18
theta1 -0.8173972072485223

iteration 309
theta0 -2.1279274638648836e-18
theta1 -0.817784629383942

iteration 310
theta0 -2.4517425127138877e-18
theta1 -0.8181681772980076

iteration 311
theta0 -2.312964634635743e-18
theta1 -0.8185478897329326

iteration 312
theta0 -2.4517425127138877e-18
theta1 -0.8189238050435083

iteration 313
theta0 -2.590520390792032e-18
theta1 -0.8192959612009781

iteration 314
theta0 -2.4054832200211722e-18
theta1 -0.8196643957968733

iteration 315
theta0 -2.220446049250313e-18
theta1 -0.8200291460468097

iteration 316
theta0 -2.266705341943028e-18
theta1 -0.8203902487942466

iteration 317
theta0 -2.1279274638648836e-18
theta1 -0.8207477405142092

iteration 318
theta0 -1.989149585786739e-18
theta1 -0.8211016573169722

iteration 319
theta0 -2.590520390792032e-18
theta1 -0.8214520349517075

iteration 320
theta0 -2.359223927328458e-18
theta1 -0.8217989088100954

iteration 321
theta0 -2.590520390792032e-18
theta1 -0.8221423139298994

iteration 322
theta0 -1.989149585786739e-18
theta1 -0.8224822849985055

iteration 323
theta0 -2.7292982688701767e-18
theta1 -0.8228188563564255

iteration 324
theta0 -2.220446049250313e-18
theta1 -0.8231520620007663

iteration 325
theta0 -2.312964634635743e-18
theta1 -0.8234819355886637

iteration 326
theta0 -2.266705341943028e-18
theta1 -0.823808510440682

iteration 327
theta0 -2.498001805406602e-18
theta1 -0.8241318195441802

iteration 328
theta0 -2.1741867565575984e-18
theta1 -0.8244518955566434

iteration 329
theta0 -2.359223927328458e-18
theta1 -0.824768770808982

iteration 330
theta0 -2.4054832200211722e-18
theta1 -0.8250824773087972

iteration 331
theta0 -2.220446049250313e-18
theta1 -0.8253930467436142

iteration 332
theta0 -2.0354088784794537e-18
theta1 -0.8257005104840831

iteration 333
theta0 -2.4054832200211722e-18
theta1 -0.8260048995871473

iteration 334
theta0 -2.312964634635743e-18
theta1 -0.8263062447991808

iteration 335
theta0 -2.4054832200211722e-18
theta1 -0.826604576559094

iteration 336
theta0 -1.7578531223231643e-18
theta1 -0.8268999250014081

iteration 337
theta0 -2.498001805406602e-18
theta1 -0.827192319959299

iteration 338
theta0 -2.0816681711721684e-18
theta1 -0.827481790967611

iteration 339
theta0 -2.4517425127138877e-18
theta1 -0.8277683672658399

iteration 340
theta0 -2.4054832200211722e-18
theta1 -0.8280520778010866

iteration 341
theta0 -2.544261098099317e-18
theta1 -0.8283329512309807

iteration 342
theta0 -2.359223927328458e-18
theta1 -0.8286110159265759

iteration 343
theta0 -2.1741867565575984e-18
theta1 -0.8288862999752152

iteration 344
theta0 -2.220446049250313e-18
theta1 -0.8291588311833681

iteration 345
theta0 -2.359223927328458e-18
theta1 -0.8294286370794394

iteration 346
theta0 -2.6830389761774616e-18
theta1 -0.82969574491655

iteration 347
theta0 -2.359223927328458e-18
theta1 -0.8299601816752895

iteration 348
theta0 -2.220446049250313e-18
theta1 -0.8302219740664416

iteration 349
theta0 -2.220446049250313e-18
theta1 -0.8304811485336822

iteration 350
theta0 -2.4054832200211722e-18
theta1 -0.8307377312562504

iteration 351
theta0 -2.4517425127138877e-18
theta1 -0.8309917481515929

iteration 352
theta0 -2.1741867565575984e-18
theta1 -0.8312432248779821

iteration 353
theta0 -2.544261098099317e-18
theta1 -0.8314921868371072

iteration 354
theta0 -2.498001805406602e-18
theta1 -0.8317386591766411

iteration 355
theta0 -2.0816681711721684e-18
theta1 -0.8319826667927798

iteration 356
theta0 -2.8680761469483214e-18
theta1 -0.8322242343327569

iteration 357
theta0 -2.4054832200211722e-18
theta1 -0.8324633861973344

iteration 358
theta0 -2.1741867565575984e-18
theta1 -0.8327001465432661

iteration 359
theta0 -2.4517425127138877e-18
theta1 -0.8329345392857385

iteration 360
theta0 -2.312964634635743e-18
theta1 -0.8331665881007861

iteration 361
theta0 -2.312964634635743e-18
theta1 -0.8333963164276833

iteration 362
theta0 -2.498001805406602e-18
theta1 -0.8336237474713115

iteration 363
theta0 -2.220446049250313e-18
theta1 -0.8338489042045034

iteration 364
theta0 -2.220446049250313e-18
theta1 -0.8340718093703634

iteration 365
theta0 -2.312964634635743e-18
theta1 -0.8342924854845648

iteration 366
theta0 -2.220446049250313e-18
theta1 -0.8345109548376242

iteration 367
theta0 -2.266705341943028e-18
theta1 -0.834727239497153

iteration 368
theta0 -2.498001805406602e-18
theta1 -0.8349413613100864

iteration 369
theta0 -2.312964634635743e-18
theta1 -0.8351533419048907

iteration 370
theta0 -2.4517425127138877e-18
theta1 -0.8353632026937468

iteration 371
theta0 -2.4517425127138877e-18
theta1 -0.8355709648747143

iteration 372
theta0 -2.312964634635743e-18
theta1 -0.8357766494338722

iteration 373
theta0 -2.4054832200211722e-18
theta1 -0.8359802771474385

iteration 374
theta0 -2.4054832200211722e-18
theta1 -0.8361818685838691

iteration 375
theta0 -2.312964634635743e-18
theta1 -0.8363814441059354

iteration 376
theta0 -2.1741867565575984e-18
theta1 -0.836579023872781

iteration 377
theta0 -2.220446049250313e-18
